date,state,cases,deaths,accumulated_cases,accumulated_deaths
2021-07-13,New York,668,6,2119875,53789
2021-07-14,New York,725,11,2120600,53800
2021-07-15,New York,929,5,2121529,53805
2021-07-16,New York,629,1,2122158,53806
2021-07-17,New York,1421,5,2123579,53811
2021-07-18,New York,1143,10,2124722,53821
2021-07-19,New York,941,4,2125663,53825
2021-07-20,New York,1112,5,2126775,53830
2021-07-21,New York,1092,7,2127867,53837
2021-07-22,New York,1611,7,2129478,53844
2021-07-23,New York,1698,2,2131176,53846
2021-07-24,New York,1868,3,2133044,53849
2021-07-25,New York,2032,9,2135076,53858
2021-07-26,New York,1526,7,2136602,53865
2021-07-27,New York,1648,1,2138250,53866
2021-07-28,New York,1800,12,2140050,53878
2021-07-29,New York,2644,2,2142694,53880
2021-07-30,New York,2615,7,2145309,53887
2021-07-31,New York,3136,9,2148445,53896
2021-08-01,New York,2590,8,2151035,53904
2021-08-02,New York,2208,7,2153243,53911
2021-08-03,New York,3062,13,2156305,53924
2021-08-04,New York,2834,7,2159139,53931
2021-08-05,New York,3442,14,2162581,53945
2021-08-06,New York,3760,3,2166341,53948
2021-08-07,New York,4537,13,2170878,53961
2021-08-08,New York,3637,15,2174515,53976
2021-08-09,New York,1681,6,2176196,53982
2021-08-10,New York,1722,8,2177918,53990
2021-08-11,New York,7224,40,2185142,54030
2021-08-12,New York,4870,29,2190012,54059
2021-08-13,New York,4634,10,2194646,54069
2021-08-14,New York,4675,15,2199321,54084
2021-08-15,New York,4038,22,2203359,54106
2021-08-16,New York,4208,10,2207567,54116
2021-08-17,New York,3528,33,2211095,54149
2021-08-18,New York,4508,13,2215603,54162
2021-08-19,New York,5070,16,2220673,54178
2021-08-20,New York,3906,16,2224579,54194
2021-08-21,New York,6175,37,2230754,54231
2021-08-22,New York,4593,19,2235347,54250
2021-08-23,New York,3836,26,2239183,54276
2021-08-24,New York,3494,16,2242677,54292
2021-08-25,New York,3731,29,2246408,54321
2021-08-26,New York,5371,31,2251779,54352
2021-08-27,New York,6364,23,2258143,54375
2021-08-28,New York,5583,24,2263726,54399
2021-08-29,New York,2636,23,2266362,54422
2021-08-30,New York,5972,31,2272334,54453
2021-08-31,New York,3894,24,2276228,54477
2021-09-01,New York,4126,28,2280354,54505
2021-09-02,New York,5289,50,2285643,54555
2021-09-03,New York,5919,24,2291562,54579
2021-09-04,New York,3374,16,2294936,54595
2021-09-05,New York,6501,42,2301437,54637
2021-09-06,New York,3689,30,2305126,54667
2021-09-07,New York,3256,32,2308382,54699
2021-09-08,New York,2455,19,2310837,54718
2021-09-09,New York,6454,68,2317291,54786
2021-09-10,New York,5883,18,2323174,54804
2021-09-11,New York,6060,37,2329234,54841
2021-09-12,New York,3735,19,2332969,54860
2021-09-13,New York,5408,41,2338377,54901
2021-09-14,New York,4113,46,2342490,54947
2021-09-15,New York,4808,33,2347298,54980
2021-09-16,New York,6730,45,2354028,55025
2021-09-17,New York,6038,29,2360066,55054
2021-09-18,New York,3286,17,2363352,55071
2021-09-19,New York,7724,38,2371076,55109
2021-09-20,New York,3757,23,2374833,55132
2021-09-21,New York,5331,57,2380164,55189
2021-09-22,New York,4534,43,2384698,55232
2021-09-23,New York,5037,39,2389735,55271
2021-09-24,New York,6145,61,2395880,55332
2021-09-25,New York,3798,16,2399678,55348
2021-09-26,New York,6788,51,2406466,55399
2021-09-27,New York,2826,16,2409292,55415
2021-09-28,New York,5248,37,2414540,55452
2021-09-29,New York,5016,64,2419556,55516
2021-09-30,New York,4979,47,2424535,55563
2021-10-01,New York,5818,43,2430353,55606
2021-10-02,New York,3336,17,2433689,55623
2021-10-03,New York,3396,23,2437085,55646
2021-10-04,New York,6260,41,2443345,55687
2021-10-05,New York,3924,33,2447269,55720
2021-10-06,New York,6275,41,2453544,55761
2021-10-07,New York,5602,19,2459146,55780
2021-10-08,New York,5833,53,2464979,55833
2021-10-09,New York,3539,26,2468518,55859
2021-10-10,New York,2077,24,2470595,55883
2021-10-11,New York,7882,51,2478477,55934
2021-10-12,New York,3253,43,2481730,55977
2021-10-13,New York,4524,55,2486254,56032
2021-10-14,New York,4514,45,2490768,56077
2021-10-15,New York,6342,18,2497110,56095
2021-10-16,New York,4018,19,2501128,56114
2021-10-17,New York,3149,30,2504277,56144
2021-10-18,New York,5389,43,2509666,56187
2021-10-19,New York,3294,31,2512960,56218
2021-10-20,New York,4777,37,2517737,56255
2021-10-21,New York,4365,39,2522102,56294
2021-10-22,New York,3700,38,2525802,56332
2021-10-23,New York,3464,30,2529266,56362
2021-10-24,New York,2152,24,2531418,56386
2021-10-25,New York,5021,50,2536439,56436
2021-10-26,New York,2496,34,2538935,56470
2021-10-27,New York,4141,39,2543076,56509
2021-10-28,New York,3199,23,2546275,56532
2021-10-29,New York,5734,40,2552009,56572
2021-10-30,New York,3127,27,2555136,56599
2021-10-31,New York,2794,26,2557930,56625
2021-11-01,New York,5695,49,2563625,56674
2021-11-02,New York,2911,23,2566536,56697
2021-11-03,New York,4014,47,2570550,56744
2021-11-04,New York,4631,30,2575181,56774
2021-11-05,New York,4859,47,2580040,56821
2021-11-06,New York,3851,34,2583891,56855
2021-11-07,New York,3715,20,2587606,56875
2021-11-08,New York,5754,35,2593360,56910
2021-11-09,New York,4211,43,2597571,56953
2021-11-10,New York,5039,37,2602610,56990
2021-11-11,New York,6683,40,2609293,57030
2021-11-12,New York,6256,39,2615549,57069
2021-11-13,New York,5095,15,2620644,57084
2021-11-14,New York,4196,21,2624840,57105
2021-11-15,New York,7152,33,2631992,57138
2021-11-16,New York,5061,43,2637053,57181
2021-11-17,New York,6028,33,2643081,57214
2021-11-18,New York,8115,35,2651196,57249
2021-11-19,New York,7592,44,2658788,57293
2021-11-20,New York,5556,18,2664344,57311
2021-11-21,New York,8805,33,2673149,57344
2021-11-22,New York,5316,27,2678465,57371
2021-11-23,New York,5619,34,2684084,57405
2021-11-24,New York,7013,41,2691097,57446
2021-11-25,New York,6762,24,2697859,57470
2021-11-26,New York,8200,21,2706059,57491
2021-11-27,New York,3247,56,2709306,57547
2021-11-28,New York,4506,27,2713812,57574
2021-11-29,New York,8156,49,2721968,57623
2021-11-30,New York,6644,56,2728612,57679
2021-12-01,New York,9320,58,2737932,57737
2021-12-02,New York,11331,51,2749263,57788
2021-12-03,New York,11242,53,2760505,57841
2021-12-04,New York,7642,30,2768147,57871
2021-12-05,New York,7830,32,2775977,57903
2021-12-06,New York,11529,59,2787506,57962
2021-12-07,New York,8537,64,2796043,58026
2021-12-08,New York,9251,53,2805294,58079
2021-12-09,New York,11680,58,2816974,58137
2021-12-10,New York,11314,65,2828288,58202
2021-12-11,New York,7872,50,2836160,58252
2021-12-12,New York,7284,49,2843444,58301
2021-12-13,New York,15069,53,2858513,58354
2021-12-14,New York,8931,64,2867444,58418
2021-12-15,New York,12383,79,2879827,58497
2021-12-16,New York,17520,44,2897347,58541
2021-12-17,New York,20563,78,2917910,58619
2021-12-18,New York,10319,48,2928229,58667
2021-12-19,New York,28260,60,2956489,58727
2021-12-20,New York,20439,50,2976928,58777
2021-12-21,New York,26456,74,3003384,58851
2021-12-22,New York,28460,71,3031844,58922
2021-12-23,New York,33855,81,3065699,59003
2021-12-24,New York,32591,49,3098290,59052
2021-12-25,New York,0,0,3098290,59052
2021-12-26,New York,86162,43,3184452,59095
2021-12-27,New York,30441,139,3214893,59234
2021-12-28,New York,48836,46,3263729,59280
2021-12-29,New York,60359,170,3324088,59450
2021-12-30,New York,71078,97,3395166,59547
2021-12-31,New York,78804,76,3473970,59623
2022-01-01,New York,81077,79,3555047,59702
2022-01-02,New York,62542,80,3617589,59782
2022-01-03,New York,60453,88,3678042,59870
2022-01-04,New York,51289,99,3729331,59969
2022-01-05,New York,75149,146,3804480,60115
2022-01-06,New York,80378,146,3884858,60261
2022-01-07,New York,82094,196,3966952,60457
2022-01-08,New York,90132,86,4057084,60543
2022-01-09,New York,79777,170,4136861,60713
2022-01-10,New York,57884,79,4194745,60792
2022-01-11,New York,49410,266,4244155,61058
2022-01-12,New York,54911,210,4299066,61268
2022-01-13,New York,62049,238,4361115,61506
2022-01-14,New York,47352,223,4408467,61729
2022-01-15,New York,47870,94,4456337,61823
2022-01-16,New York,51264,66,4507601,61889
2022-01-17,New York,26772,263,4534373,62152
2022-01-18,New York,22312,337,4556685,62489
2022-01-19,New York,23375,258,4580060,62747
2022-01-20,New York,30631,202,4610691,62949
2022-01-21,New York,28296,224,4638987,63173
2022-01-22,New York,27643,89,4666630,63262
2022-01-23,New York,19539,221,4686169,63483
2022-01-24,New York,12666,107,4698835,63590
2022-01-25,New York,15868,304,4714703,63894
2022-01-26,New York,15648,241,4730351,64135
2022-01-27,New York,17164,192,4747515,64327
2022-01-28,New York,14075,213,4761590,64540
2022-01-29,New York,12533,203,4774123,64743
2022-01-30,New York,5731,63,4779854,64806
2022-01-31,New York,9678,71,4789532,64877
2022-02-01,New York,6468,214,4796000,65091
2022-02-02,New York,8328,185,4804328,65276
2022-02-03,New York,10306,166,4814634,65442
2022-02-04,New York,7716,153,4822350,65595
2022-02-05,New York,4668,48,4827018,65643
2022-02-06,New York,8484,135,4835502,65778
2022-02-07,New York,4028,69,4839530,65847
2022-02-08,New York,4189,185,4843719,66032
2022-02-09,New York,5971,151,4849690,66183
2022-02-10,New York,7435,112,4857125,66295
2022-02-11,New York,4820,120,4861945,66415
2022-02-12,New York,2858,0,4864803,66415
2022-02-13,New York,5341,127,4870144,66542
2022-02-14,New York,2597,31,4872741,66573
2022-02-15,New York,2290,135,4875031,66708
2022-02-16,New York,3099,74,4878130,66782
2022-02-17,New York,3718,72,4881848,66854
2022-02-18,New York,4868,79,4886716,66933
2022-02-19,New York,2086,19,4888802,66952
2022-02-20,New York,1641,27,4890443,66979
2022-02-21,New York,3793,69,4894236,67048
2022-02-22,New York,1623,67,4895859,67115
2022-02-23,New York,2199,59,4898058,67174
2022-02-24,New York,2665,58,4900723,67232
2022-02-25,New York,2409,56,4903132,67288
2022-02-26,New York,1442,23,4904574,67311
2022-02-27,New York,2655,45,4907229,67356
2022-02-28,New York,1266,15,4908495,67371
2022-03-01,New York,1276,50,4909771,67421
2022-03-02,New York,1676,38,4911447,67459
2022-03-03,New York,2423,34,4913870,67493
2022-03-04,New York,767,32,4914637,67525
2022-03-05,New York,2559,12,4917196,67537
2022-03-06,New York,2985,33,4920181,67570
2022-03-07,New York,1091,15,4921272,67585
2022-03-08,New York,1033,35,4922305,67620
2022-03-09,New York,1621,5,4923926,67625
2022-03-10,New York,1754,8,4925680,67633
2022-03-11,New York,2296,24,4927976,67657
2022-03-12,New York,1004,0,4928980,67657
2022-03-13,New York,2678,40,4931658,67697
2022-03-14,New York,1084,6,4932742,67703
2022-03-15,New York,2498,32,4935240,67735
2022-03-16,New York,2124,40,4937364,67775
2022-03-17,New York,2391,27,4939755,67802
2022-03-18,New York,2125,19,4941880,67821
2022-03-19,New York,1601,3,4943481,67824
2022-03-20,New York,3335,4,4946816,67828
2022-03-21,New York,1344,5,4948160,67833
2022-03-22,New York,1356,15,4949516,67848
2022-03-23,New York,3556,20,4953072,67868
2022-03-24,New York,3694,4,4956766,67872
2022-03-25,New York,3380,12,4960146,67884
2022-03-26,New York,1759,10,4961905,67894
2022-03-27,New York,4357,12,4966262,67906
2022-03-28,New York,2327,9,4968589,67915
2022-03-29,New York,2316,14,4970905,67929
2022-03-30,New York,3059,7,4973964,67936
2022-03-31,New York,4911,7,4978875,67943
2022-04-01,New York,3889,17,4982764,67960
2022-04-02,New York,2377,4,4985141,67964
2022-04-03,New York,2008,7,4987149,67971
2022-04-04,New York,6393,13,4993542,67984
2022-04-05,New York,2586,3,4996128,67987
2022-04-06,New York,3516,12,4999644,67999
2022-04-07,New York,6165,9,5005809,68008
2022-04-08,New York,5735,9,5011544,68017
2022-04-09,New York,3263,7,5014807,68024
2022-04-10,New York,3406,7,5018213,68031
2022-04-11,New York,9374,12,5027587,68043
2022-04-12,New York,3508,14,5031095,68057
2022-04-13,New York,5550,15,5036645,68072
2022-04-14,New York,7434,5,5044079,68077
2022-04-15,New York,6886,12,5050965,68089
2022-04-16,New York,4265,0,5055230,68089
2022-04-17,New York,3352,0,5058582,68089
2022-04-18,New York,10365,11,5068947,68100
2022-04-19,New York,4662,37,5073609,68137
2022-04-20,New York,6899,18,5080508,68155
2022-04-21,New York,7123,22,5087631,68177
2022-04-22,New York,8460,10,5096091,68187
2022-04-23,New York,4086,4,5100177,68191
2022-04-24,New York,4205,11,5104382,68202
2022-04-25,New York,9778,15,5114160,68217
2022-04-26,New York,4802,18,5118962,68235
2022-04-27,New York,7269,20,5126231,68255
2022-04-28,New York,9852,23,5136083,68278
2022-04-29,New York,8803,16,5144886,68294
2022-04-30,New York,5307,20,5150193,68314
2022-05-01,New York,4521,10,5154714,68324
2022-05-02,New York,11699,17,5166413,68341
2022-05-03,New York,6074,16,5172487,68357
2022-05-04,New York,8335,18,5180822,68375
2022-05-05,New York,10740,25,5191562,68400
2022-05-06,New York,11136,16,5202698,68416
2022-05-07,New York,6442,11,5209140,68427
2022-05-08,New York,6400,19,5215540,68446
2022-05-09,New York,17094,21,5232634,68467
2022-05-10,New York,6662,28,5239296,68495
2022-05-11,New York,9345,27,5248641,68522
2022-05-12,New York,13988,21,5262629,68543
2022-05-13,New York,11843,25,5274472,68568
2022-05-14,New York,6362,15,5280834,68583
2022-05-15,New York,5348,18,5286182,68601
2022-05-16,New York,15717,33,5301899,68634
2022-05-17,New York,8084,29,5309983,68663
2022-05-18,New York,10747,22,5320730,68685
2022-05-19,New York,11870,29,5332600,68714
2022-05-20,New York,10796,28,5343396,68742
2022-05-21,New York,0,0,5343396,68742
2022-05-22,New York,9314,28,5352710,68770
2022-05-23,New York,16666,25,5369376,68795
2022-05-24,New York,6680,41,5376056,68836
2022-05-25,New York,8147,31,5384203,68867
2022-05-26,New York,10305,17,5394508,68884
2022-05-27,New York,9825,38,5404333,68922
2022-05-28,New York,0,0,5404333,68922
2022-05-29,New York,0,0,5404333,68922
2022-05-30,New York,0,0,5404333,68922
2022-05-31,New York,23941,35,5428274,68957
2022-06-01,New York,5607,56,5433881,69013
2022-06-02,New York,6025,30,5439906,69043
2022-06-03,New York,8552,27,5448458,69070
2022-06-04,New York,3401,20,5451859,69090
2022-06-05,New York,2621,10,5454480,69100
2022-06-06,New York,12377,19,5466857,69119
2022-06-07,New York,4795,37,5471652,69156
2022-06-08,New York,7066,30,5478718,69186
2022-06-09,New York,6708,25,5485426,69211
2022-06-10,New York,2615,8,5488041,69219
2022-06-11,New York,2403,8,5490444,69227
2022-06-12,New York,1954,0,5492398,69227
2022-06-13,New York,14506,27,5506904,69254
2022-06-14,New York,3793,56,5510697,69310
2022-06-15,New York,4643,32,5515340,69342
2022-06-16,New York,6197,31,5521537,69373
2022-06-17,New York,5654,16,5527191,69389
2022-06-18,New York,2392,0,5529583,69389
2022-06-19,New York,1833,0,5531416,69389
2022-06-20,New York,1447,0,5532863,69389
2022-06-21,New York,12997,22,5545860,69411
2022-06-22,New York,4135,48,5549995,69459
2022-06-23,New York,5809,40,5555804,69499
2022-06-24,New York,7291,17,5563095,69516
2022-06-25,New York,2403,0,5565498,69516
2022-06-26,New York,2075,0,5567573,69516
2022-06-27,New York,12326,13,5579899,69529
2022-06-28,New York,4335,44,5584234,69573
2022-06-29,New York,5254,24,5589488,69597
2022-06-30,New York,7381,21,5596869,69618
2022-07-01,New York,7532,23,5604401,69641
2022-07-02,New York,2935,0,5607336,69641
2022-07-03,New York,2197,0,5609533,69641
2022-07-04,New York,1829,9,5611362,69650
2022-07-05,New York,16154,17,5627516,69667
2022-07-06,New York,4767,14,5632283,69681
2022-07-07,New York,5873,55,5638156,69736
2022-07-08,New York,9314,12,5647470,69748
2022-07-09,New York,3128,0,5650598,69748
2022-07-10,New York,2509,0,5653107,69748
2022-07-11,New York,15227,23,5668334,69771
2022-07-12,New York,7787,41,5676121,69812
2022-07-13,New York,6009,19,5682130,69831
2022-07-14,New York,9761,22,5691891,69853
2022-07-15,New York,8562,22,5700453,69875
2022-07-16,New York,3185,0,5703638,69875
2022-07-17,New York,2647,0,5706285,69875
2022-07-18,New York,16035,23,5722320,69898
2022-07-19,New York,5316,54,5727636,69952
2022-07-20,New York,7971,30,5735607,69982
2022-07-21,New York,8972,17,5744579,69999
2022-07-22,New York,8385,39,5752964,70038
2022-07-23,New York,3159,0,5756123,70038
2022-07-24,New York,2682,0,5758805,70038
2022-07-25,New York,14803,27,5773608,70065
2022-07-26,New York,5309,60,5778917,70125
2022-07-27,New York,6506,27,5785423,70152
2022-07-28,New York,8268,42,5793691,70194
2022-07-29,New York,3209,12,5796900,70206
2022-07-30,New York,3022,0,5799922,70206
2022-07-31,New York,2657,0,5802579,70206
2022-08-01,New York,18457,52,5821036,70258
2022-08-02,New York,4434,61,5825470,70319
2022-08-03,New York,3205,8,5828675,70327
2022-08-04,New York,11931,66,5840606,70393
2022-08-05,New York,7643,31,5848249,70424
2022-08-06,New York,2541,0,5850790,70424
2022-08-07,New York,2149,0,5852939,70424
2022-08-08,New York,11150,21,5864089,70445
2022-08-09,New York,4395,62,5868484,70507
2022-08-10,New York,6398,34,5874882,70541
2022-08-11,New York,7512,30,5882394,70571
2022-08-12,New York,6451,35,5888845,70606
2022-08-13,New York,2573,0,5891418,70606
2022-08-14,New York,2128,0,5893546,70606
2022-08-15,New York,6787,25,5900333,70631
2022-08-16,New York,1859,25,5902192,70656
2022-08-17,New York,9624,53,5911816,70709
2022-08-18,New York,5917,23,5917733,70732
2022-08-19,New York,5729,28,5923462,70760
2022-08-20,New York,2490,0,5925952,70760
2022-08-21,New York,2081,0,5928033,70760
2022-08-22,New York,9231,32,5937264,70792
2022-08-23,New York,3870,54,5941134,70846
2022-08-24,New York,4208,32,5945342,70878
2022-08-25,New York,5841,25,5951183,70903
2022-08-26,New York,4961,17,5956144,70920
2022-08-27,New York,2201,0,5958345,70920
2022-08-28,New York,2031,0,5960376,70920
2022-08-29,New York,8263,40,5968639,70960
2022-08-30,New York,3350,44,5971989,71004
2022-08-31,New York,3945,29,5975934,71033
2022-09-01,New York,5555,38,5981489,71071
2022-09-02,New York,4225,17,5985714,71088
2022-09-03,New York,2237,0,5987951,71088
2022-09-04,New York,1879,0,5989830,71088
2022-09-05,New York,1332,0,5991162,71088
2022-09-06,New York,8691,41,5999853,71129
2022-09-07,New York,3476,52,6003329,71181
2022-09-08,New York,3689,30,6007018,71211
2022-09-09,New York,2452,7,6009470,71218
2022-09-10,New York,2195,0,6011665,71218
2022-09-11,New York,2418,0,6014083,71218
2022-09-12,New York,9725,55,6023808,71273
2022-09-13,New York,2975,54,6026783,71327
2022-09-14,New York,4815,36,6031598,71363
2022-09-15,New York,2300,7,6033898,71370
2022-09-16,New York,7638,40,6041536,71410
2022-09-17,New York,3260,0,6044796,71410
2022-09-18,New York,2274,0,6047070,71410
2022-09-19,New York,8767,22,6055837,71432
2022-09-20,New York,3576,48,6059413,71480
2022-09-21,New York,4961,25,6064374,71505
2022-09-22,New York,6604,19,6070978,71524
2022-09-23,New York,5963,26,6076941,71550
2022-09-24,New York,2848,0,6079789,71550
2022-09-25,New York,2405,0,6082194,71550
2022-09-26,New York,8079,16,6090273,71566
2022-09-27,New York,3272,45,6093545,71611
2022-09-28,New York,4336,27,6097881,71638
2022-09-29,New York,5701,65,6103582,71703
2022-09-30,New York,5525,24,6109107,71727
2022-10-01,New York,2643,0,6111750,71727
2022-10-02,New York,2148,0,6113898,71727
2022-10-03,New York,8204,27,6122102,71754
2022-10-04,New York,3033,43,6125135,71797
2022-10-05,New York,4157,19,6129292,71816
2022-10-06,New York,5294,38,6134586,71854
2022-10-07,New York,4436,33,6139022,71887
2022-10-08,New York,2640,0,6141662,71887
2022-10-09,New York,2178,0,6143840,71887
2022-10-10,New York,1713,0,6145553,71887
2022-10-11,New York,9193,41,6154746,71928
2022-10-12,New York,3863,75,6158609,72003
2022-10-13,New York,4812,49,6163421,72052
2022-10-14,New York,2764,13,6166185,72065
2022-10-15,New York,2185,0,6168370,72065
2022-10-16,New York,2186,0,6170556,72065
2022-10-17,New York,10923,46,6181479,72111
2022-10-18,New York,3148,60,6184627,72171
2022-10-19,New York,3971,48,6188598,72219
2022-10-20,New York,5130,34,6193728,72253
2022-10-21,New York,4846,217,6198574,72470
2022-10-22,New York,2052,0,6200626,72470
2022-10-23,New York,1739,0,6202365,72470
2022-10-24,New York,7734,34,6210099,72504
2022-10-25,New York,3187,63,6213286,72567
2022-10-26,New York,4348,456,6217634,73023
2022-10-27,New York,5680,31,6223314,73054
2022-10-28,New York,5229,-10,6228543,73044
2022-10-29,New York,2277,0,6230820,73044
2022-10-30,New York,1745,0,6232565,73044
2022-10-31,New York,8652,-15,6241217,73029
2022-11-01,New York,2981,38,6244198,73067
2022-11-02,New York,3814,31,6248012,73098
2022-11-03,New York,5363,37,6253375,73135
2022-11-04,New York,5306,32,6258681,73167
2022-11-05,New York,2175,0,6260856,73167
2022-11-06,New York,1928,0,6262784,73167
2022-11-07,New York,10005,35,6272789,73202
2022-11-08,New York,1536,47,6274325,73249
2022-11-09,New York,6256,48,6280581,73297
2022-11-10,New York,5736,7,6286317,73304
2022-11-11,New York,1805,3732,6288122,77036
2022-11-12,New York,1613,0,6289735,77036
2022-11-13,New York,1412,0,6291147,77036
2022-11-14,New York,11348,1,6302495,77037
2022-11-15,New York,3462,38,6305957,77075
2022-11-16,New York,3940,43,6309897,77118
2022-11-17,New York,5572,18,6315469,77136
2022-11-18,New York,4859,19,6320328,77155
2022-11-19,New York,1872,0,6322200,77155
2022-11-20,New York,1437,0,6323637,77155
2022-11-21,New York,8103,14,6331740,77169
2022-11-22,New York,2860,25,6334600,77194
2022-11-23,New York,3421,54,6338021,77248
2022-11-24,New York,2362,0,6340383,77248
2022-11-25,New York,1735,0,6342118,77248
2022-11-26,New York,1001,0,6343119,77248
2022-11-27,New York,1384,0,6344503,77248
2022-11-28,New York,13014,47,6357517,77295
2022-11-29,New York,6033,44,6363550,77339
2022-11-30,New York,6977,29,6370527,77368
2022-12-01,New York,9509,21,6380036,77389
2022-12-02,New York,8059,24,6388095,77413
2022-12-03,New York,2811,0,6390906,77413
2022-12-04,New York,1858,0,6392764,77413
2022-12-05,New York,11901,22,6404665,77435
2022-12-06,New York,5125,37,6409790,77472
2022-12-07,New York,5900,29,6415690,77501
2022-12-08,New York,8178,302,6423868,77803
2022-12-09,New York,7526,21,6431394,77824
2022-12-10,New York,2609,0,6434003,77824
2022-12-11,New York,2707,0,6436710,77824
2022-12-12,New York,12790,33,6449500,77857
2022-12-13,New York,5178,45,6454678,77902
2022-12-14,New York,5540,31,6460218,77933
2022-12-15,New York,8387,28,6468605,77961
2022-12-16,New York,7856,5,6476461,77966
2022-12-17,New York,2908,0,6479369,77966
2022-12-18,New York,2416,0,6481785,77966
2022-12-19,New York,13576,42,6495361,78008
2022-12-20,New York,5122,62,6500483,78070
2022-12-21,New York,6083,38,6506566,78108
2022-12-22,New York,8542,36,6515108,78144
2022-12-23,New York,7912,32,6523020,78176
2022-12-24,New York,3039,0,6526059,78176
2022-12-25,New York,2229,0,6528288,78176
2022-12-26,New York,1380,0,6529668,78176
2022-12-27,New York,13350,31,6543018,78207
2022-12-28,New York,3275,42,6546293,78249
2022-12-29,New York,6307,58,6552600,78307
2022-12-30,New York,7895,45,6560495,78352
2022-12-31,New York,3110,0,6563605,78352
2023-01-01,New York,2426,0,6566031,78352
2023-01-02,New York,1847,0,6567878,78352
2023-01-03,New York,14541,55,6582419,78407
2023-01-04,New York,4035,350,6586454,78757
2023-01-05,New York,7087,39,6593541,78796
2023-01-06,New York,7891,32,6601432,78828
2023-01-07,New York,2898,0,6604330,78828
2023-01-08,New York,2210,0,6606540,78828
2023-01-09,New York,11775,26,6618315,78854
2023-01-10,New York,3939,61,6622254,78915
2023-01-11,New York,4347,60,6626601,78975
2023-01-12,New York,5945,35,6632546,79010
2023-01-13,New York,5339,33,6637885,79043
2023-01-14,New York,2030,0,6639915,79043
2023-01-15,New York,1618,0,6641533,79043
2023-01-16,New York,1260,0,6642793,79043
2023-01-17,New York,10335,35,6653128,79078
2023-01-18,New York,3585,44,6656713,79122
2023-01-19,New York,5416,3,6662129,79125
2023-01-20,New York,2206,2,6664335,79127
2023-01-21,New York,1904,0,6666239,79127
2023-01-22,New York,1538,0,6667777,79127
2023-01-23,New York,11293,130,6679070,79257
2023-01-24,New York,3256,52,6682326,79309
2023-01-25,New York,3468,21,6685794,79330
2023-01-26,New York,4674,21,6690468,79351
2023-01-27,New York,1883,2,6692351,79353
2023-01-28,New York,1761,0,6694112,79353
2023-01-29,New York,1499,0,6695611,79353
2023-01-30,New York,8792,85,6704403,79438
2023-01-31,New York,2594,42,6706997,79480
2023-02-01,New York,3090,24,6710087,79504
2023-02-02,New York,4269,28,6714356,79532
2023-02-03,New York,4003,18,6718359,79550
2023-02-04,New York,1635,0,6719994,79550
2023-02-05,New York,1210,0,6721204,79550
2023-02-06,New York,4984,30,6726188,79580
2023-02-07,New York,1849,31,6728037,79611
2023-02-08,New York,2494,36,6730531,79647
2023-02-09,New York,3623,46,6734154,79693
2023-02-10,New York,3138,18,6737292,79711
2023-02-11,New York,1426,0,6738718,79711
2023-02-12,New York,1122,0,6739840,79711
2023-02-13,New York,4226,31,6744066,79742
2023-02-14,New York,1962,29,6746028,79771
2023-02-15,New York,2509,29,6748537,79800
2023-02-16,New York,2935,16,6751472,79816
2023-02-17,New York,2501,17,6753973,79833
2023-02-18,New York,2397,1,6756370,79834
2023-02-19,New York,1112,0,6757482,79834
2023-02-20,New York,857,0,6758339,79834
2023-02-21,New York,6535,22,6764874,79856
2023-02-22,New York,0,5,6764874,79861
2023-02-23,New York,2806,33,6767680,79894
2023-02-24,New York,2075,2,6769755,79896
2023-02-25,New York,1038,0,6770793,79896
2023-02-26,New York,953,0,6771746,79896
2023-02-27,New York,2963,-104,6774709,79792
2023-02-28,New York,2225,463,6776934,80255
2023-03-01,New York,423,18,6777357,80273
2023-03-02,New York,2383,28,6779740,80301
2023-03-03,New York,1747,4,6781487,80305
2023-03-04,New York,995,0,6782482,80305
2023-03-05,New York,765,0,6783247,80305
2023-03-06,New York,2405,5,6785652,80310
2023-03-07,New York,1039,9,6786691,80319
2023-03-08,New York,1359,12,6788050,80331
2023-03-09,New York,1513,285,6789563,80616
2023-03-10,New York,1409,-24,6790972,80592
2023-03-11,New York,912,0,6791884,80592
2023-03-12,New York,646,0,6792530,80592
2023-03-13,New York,2052,2,6794582,80594
2023-03-14,New York,867,11,6795449,80605
2023-03-15,New York,1090,13,6796539,80618
2023-03-16,New York,1448,-13,6797987,80605
2023-03-17,New York,1273,7,6799260,80612
2023-03-18,New York,780,0,6800040,80612
2023-03-19,New York,551,0,6800591,80612
2023-03-20,New York,728,2,6801319,80614
2023-03-21,New York,1671,3,6802990,80617
2023-03-22,New York,984,151,6803974,80768
2023-03-23,New York,1297,-29,6805271,80739
2020-03-06,Pennsylvania,2,0,2,0
2020-03-07,Pennsylvania,2,0,4,0
2020-03-08,Pennsylvania,2,0,6,0
2020-03-09,Pennsylvania,4,0,10,0
2020-03-10,Pennsylvania,2,0,12,0
2020-03-11,Pennsylvania,4,0,16,0
2020-03-12,Pennsylvania,6,0,22,0
2020-03-13,Pennsylvania,19,0,41,0
2020-03-14,Pennsylvania,6,0,47,0
2020-03-15,Pennsylvania,21,0,68,0
2020-03-16,Pennsylvania,13,0,81,0
2020-03-17,Pennsylvania,20,0,101,0
2020-03-18,Pennsylvania,38,1,139,1
2020-03-19,Pennsylvania,48,0,187,1
2020-03-20,Pennsylvania,82,0,269,1
2020-03-21,Pennsylvania,119,1,388,2
